ACCOUNTID,CUSTOMERID,ACCOUNTTYPE,ACCOUNTSTATUS,OPENDATE,CLOSEDATE
16571,6571,Checking,Dormant,2015-06-26,2024-11-13
16572,6572,Checking,Dormant,2015-09-22,
16573,6573,Checking,Active,2016-11-11,2024-11-13
16574,6574,Checking,Dormant,2023-07-03,2024-11-13
16575,6575,Checking,Active,2018-04-04,
16576,6576,Savings,Active,2017-03-10,2024-11-13
16577,6577,Savings,Dormant,2020-07-18,2024-11-13
16578,6578,Checking,Active,2021-10-27,2024-11-13
16579,6579,Savings,Dormant,2024-02-03,2024-11-13
16580,6580,Checking,Active,2022-07-12,
16581,6581,Checking,Dormant,2024-03-12,2024-11-13
16582,6582,Checking,Dormant,2023-12-18,2024-11-13
16583,6583,Savings,Dormant,2019-06-11,2024-11-13
16584,6584,Checking,Active,2018-02-01,2024-11-13
16585,6585,Savings,Active,2019-01-05,2024-11-13
16586,6586,Savings,Dormant,2021-06-16,2024-11-13
16587,6587,Savings,Dormant,2021-11-13,2024-11-13
16588,6588,Savings,Active,2017-02-18,2024-11-13
16589,6589,Checking,Dormant,2021-09-25,2024-11-13
16590,6590,Savings,Active,2022-08-04,2024-11-13
16591,6591,Checking,Dormant,2017-01-19,2024-11-13
16592,6592,Checking,Active,2021-01-28,2024-11-13
16593,6593,Checking,Active,2017-01-30,2024-11-13
16594,6594,Savings,Dormant,2016-10-19,2024-11-13
16595,6595,Savings,Dormant,2016-02-20,2024-11-13
16596,6596,Checking,Active,2017-01-22,2024-11-13
16597,6597,Checking,Dormant,2024-09-29,2024-11-13
16598,6598,Savings,Dormant,2016-01-15,2024-11-13
16599,6599,Checking,Active,2018-11-02,2024-11-13
16600,6600,Checking,Active,2015-06-11,2024-11-13
16601,6601,Checking,Active,2014-12-27,2024-11-13
16602,6602,Checking,Dormant,2017-08-05,2024-11-13
16603,6603,Savings,Active,2019-06-21,2024-11-13
16604,6604,Savings,Active,2017-06-04,2024-11-13
16605,6605,Checking,Dormant,2015-12-02,2024-11-13
16606,6606,Checking,Dormant,2018-02-21,2024-11-13
16607,6607,Savings,Dormant,2019-09-16,2024-11-13
16608,6608,Savings,Active,2022-03-29,2024-11-13
16609,6609,Savings,Active,2016-02-16,2024-11-13
16610,6610,Checking,Dormant,2019-10-23,2024-11-13
16611,6611,Savings,Dormant,2016-10-10,2024-11-13
16612,6612,Savings,Active,2019-04-06,2024-11-13
16613,6613,Savings,Active,2024-05-12,2024-11-13
16614,6614,Checking,Active,2019-12-31,2024-11-13
16615,6615,Savings,Dormant,2015-12-05,
16616,6616,Savings,Dormant,2018-06-29,2024-11-13
16617,6617,Savings,Active,2019-02-23,2024-11-13
16618,6618,Savings,Dormant,2020-04-24,
16619,6619,Savings,Dormant,2016-04-23,2024-11-13
16620,6620,Savings,Dormant,2018-02-15,2024-11-13
16621,6621,Checking,Dormant,2019-05-07,2024-11-13
16622,6622,Savings,Active,2023-05-02,2024-11-13
16623,6623,Checking,Active,2014-11-13,2024-11-13
16624,6624,Savings,Active,2020-02-21,2024-11-13
16625,6625,Savings,Dormant,2016-07-27,2024-11-13
16626,6626,Savings,Dormant,2016-02-12,2024-11-13
16627,6627,Savings,Dormant,2019-09-26,2024-11-13
16628,6628,Checking,Dormant,2020-06-02,2024-11-13
16629,6629,Savings,Active,2017-03-24,2024-11-13
16630,6630,Checking,Active,2020-05-05,2024-11-13
16631,6631,Savings,Active,2016-10-29,2024-11-13
16632,6632,Checking,Dormant,2015-09-25,2024-11-13
16633,6633,Checking,Active,2022-12-31,2024-11-13
16634,6634,Savings,Active,2023-07-09,2024-11-13
16635,6635,Checking,Dormant,2022-01-27,2024-11-13
16636,6636,Checking,Active,2016-10-21,2024-11-13
16637,6637,Checking,Active,2024-05-27,
16638,6638,Checking,Dormant,2021-05-26,
16639,6639,Savings,Dormant,2020-12-28,2024-11-13
16640,6640,Checking,Active,2020-10-05,2024-11-13
16641,6641,Checking,Active,2016-11-07,2024-11-13
16642,6642,Savings,Active,2018-07-20,2024-11-13
16643,6643,Savings,Dormant,2019-07-22,2024-11-13
16644,6644,Savings,Dormant,2015-12-02,2024-11-13
16645,6645,Checking,Active,2023-01-14,2024-11-13
16646,6646,Checking,Dormant,2015-06-14,2024-11-13
16647,6647,Savings,Dormant,2020-01-20,2024-11-13
16648,6648,Checking,Active,2023-08-23,2024-11-13
16649,6649,Checking,Active,2015-07-22,2024-11-13
16650,6650,Checking,Active,2022-09-04,2024-11-13
16651,6651,Checking,Dormant,2023-05-18,2024-11-13
16652,6652,Checking,Active,2015-10-26,2024-11-13
16653,6653,Savings,Active,2019-11-28,2024-11-13
16654,6654,Checking,Dormant,2016-01-08,2024-11-13
16655,6655,Checking,Active,2017-10-09,2024-11-13
16656,6656,Savings,Active,2024-06-10,
16657,6657,Checking,Active,2022-01-23,2024-11-13
16658,6658,Checking,Active,2022-09-20,2024-11-13
16659,6659,Checking,Active,2018-12-03,2024-11-13
16660,6660,Savings,Dormant,2019-06-30,2024-11-13
16661,6661,Checking,Dormant,2020-09-03,2024-11-13
16662,6662,Checking,Active,2022-01-05,2024-11-13
16663,6663,Savings,Dormant,2022-06-22,2024-11-13
16664,6664,Savings,Active,2021-12-15,2024-11-13
16665,6665,Savings,Active,2024-04-03,2024-11-13
16666,6666,Checking,Active,2017-07-30,2024-11-13
16667,6667,Savings,Active,2020-03-30,
16668,6668,Checking,Dormant,2018-03-10,
16669,6669,Savings,Dormant,2015-10-08,2024-11-13
16670,6670,Checking,Dormant,2023-10-18,2024-11-13
16671,6671,Savings,Active,2017-01-23,2024-11-13
16672,6672,Savings,Dormant,2024-11-10,2024-11-13
16673,6673,Savings,Dormant,2019-10-11,2024-11-13
16674,6674,Checking,Dormant,2018-07-21,2024-11-13
16675,6675,Checking,Dormant,2016-06-29,2024-11-13
16676,6676,Savings,Dormant,2020-11-12,
16677,6677,Checking,Dormant,2023-10-25,2024-11-13
16678,6678,Savings,Active,2015-12-19,2024-11-13
16679,6679,Savings,Active,2017-10-20,2024-11-13
16680,6680,Savings,Dormant,2017-03-16,2024-11-13
16681,6681,Checking,Active,2023-11-13,2024-11-13
16682,6682,Checking,Dormant,2018-11-08,2024-11-13
16683,6683,Checking,Dormant,2022-06-05,2024-11-13
16684,6684,Checking,Active,2015-07-25,2024-11-13
16685,6685,Checking,Dormant,2016-05-06,2024-11-13
16686,6686,Checking,Dormant,2015-06-01,2024-11-13
16687,6687,Savings,Dormant,2017-01-01,2024-11-13
16688,6688,Savings,Dormant,2024-08-23,2024-11-13
16689,6689,Savings,Dormant,2018-07-02,2024-11-13
16690,6690,Checking,Active,2017-08-01,2024-11-13
16691,6691,Savings,Dormant,2015-04-03,2024-11-13
16692,6692,Savings,Dormant,2024-08-18,2024-11-13
16693,6693,Savings,Active,2024-07-29,2024-11-13
16694,6694,Savings,Dormant,2018-08-18,2024-11-13
16695,6695,Checking,Dormant,2024-01-25,2024-11-13
16696,6696,Savings,Dormant,2020-03-26,2024-11-13
16697,6697,Checking,Active,2021-07-25,2024-11-13
16698,6698,Checking,Active,2016-11-21,2024-11-13
16699,6699,Savings,Active,2023-04-30,2024-11-13
16700,6700,Savings,Active,2019-03-30,2024-11-13
16701,6701,Savings,Active,2018-09-12,2024-11-13
16702,6702,Savings,Dormant,2023-11-10,2024-11-13
16703,6703,Savings,Active,2017-06-01,2024-11-13
16704,6704,Checking,Active,2024-07-01,2024-11-13
16705,6705,Checking,Dormant,2015-07-06,2024-11-13
16706,6706,Checking,Active,2017-03-28,2024-11-13
16707,6707,Checking,Dormant,2024-05-22,2024-11-13
16708,6708,Checking,Dormant,2018-09-19,2024-11-13
16709,6709,Checking,Active,2018-05-28,2024-11-13
16710,6710,Savings,Active,2016-07-23,2024-11-13
16711,6711,Checking,Dormant,2022-07-16,2024-11-13
16712,6712,Savings,Active,2018-02-27,2024-11-13
16713,6713,Savings,Active,2022-03-12,2024-11-13
16714,6714,Checking,Dormant,2016-07-20,2024-11-13
16715,6715,Checking,Dormant,2016-07-26,
16716,6716,Checking,Dormant,2019-07-10,2024-11-13
16717,6717,Checking,Active,2017-09-09,2024-11-13
16718,6718,Checking,Active,2019-11-03,
16719,6719,Checking,Dormant,2022-04-24,2024-11-13
16720,6720,Checking,Dormant,2020-01-10,2024-11-13
16721,6721,Checking,Dormant,2019-12-22,2024-11-13
16722,6722,Checking,Dormant,2019-01-24,2024-11-13
16723,6723,Checking,Active,2018-03-05,2024-11-13
16724,6724,Checking,Dormant,2021-02-24,2024-11-13
16725,6725,Savings,Active,2024-06-28,2024-11-13
16726,6726,Checking,Active,2022-08-29,2024-11-13
16727,6727,Savings,Active,2023-05-12,2024-11-13
16728,6728,Checking,Dormant,2023-04-01,2024-11-13
16729,6729,Checking,Active,2024-02-09,
16730,6730,Checking,Dormant,2017-07-12,2024-11-13
16731,6731,Checking,Active,2023-06-25,2024-11-13
16732,6732,Savings,Dormant,2019-06-19,2024-11-13
16733,6733,Checking,Dormant,2017-02-21,2024-11-13
16734,6734,Checking,Active,2018-10-23,2024-11-13
16735,6735,Checking,Active,2023-11-01,2024-11-13
16736,6736,Savings,Active,2021-09-23,2024-11-13
16737,6737,Savings,Active,2023-10-20,2024-11-13
16738,6738,Savings,Dormant,2019-07-06,
16739,6739,Checking,Active,2019-06-30,2024-11-13
16740,6740,Checking,Active,2017-11-28,2024-11-13
16741,6741,Savings,Active,2023-02-07,2024-11-13
16742,6742,Checking,Dormant,2024-11-10,2024-11-13
16743,6743,Checking,Active,2020-10-20,2024-11-13
16744,6744,Savings,Dormant,2022-06-26,2024-11-13
16745,6745,Checking,Active,2018-02-20,2024-11-13
16746,6746,Savings,Active,2024-03-06,2024-11-13
16747,6747,Checking,Dormant,2021-07-01,2024-11-13
16748,6748,Savings,Dormant,2016-08-17,
16749,6749,Checking,Active,2021-03-06,2024-11-13
16750,6750,Savings,Dormant,2020-04-24,
16751,6751,Checking,Dormant,2016-04-21,2024-11-13
16752,6752,Savings,Active,2019-01-01,2024-11-13
16753,6753,Checking,Active,2017-06-08,2024-11-13
16754,6754,Checking,Active,2017-01-31,2024-11-13
16755,6755,Savings,Active,2016-10-31,2024-11-13
16756,6756,Checking,Active,2017-01-07,2024-11-13
16757,6757,Checking,Dormant,2018-05-24,2024-11-13
16758,6758,Checking,Active,2017-08-29,2024-11-13
16759,6759,Savings,Active,2019-08-14,2024-11-13
16760,6760,Savings,Active,2016-04-24,2024-11-13
16761,6761,Savings,Dormant,2017-06-01,2024-11-13
16762,6762,Checking,Active,2021-06-13,2024-11-13
16763,6763,Checking,Active,2019-08-08,2024-11-13
16764,6764,Savings,Dormant,2024-08-03,2024-11-13
16765,6765,Checking,Dormant,2022-01-04,2024-11-13
16766,6766,Savings,Active,2015-12-10,2024-11-13
16767,6767,Checking,Dormant,2017-09-16,2024-11-13
16768,6768,Checking,Active,2022-06-06,2024-11-13
16769,6769,Savings,Active,2019-08-30,2024-11-13
16770,6770,Savings,Active,2023-03-16,2024-11-13
16771,6771,Checking,Active,2018-05-29,2024-11-13
16772,6772,Savings,Dormant,2017-07-12,2024-11-13
16773,6773,Checking,Dormant,2024-06-22,2024-11-13
16774,6774,Savings,Dormant,2017-09-06,2024-11-13
16775,6775,Checking,Dormant,2023-07-18,2024-11-13
16776,6776,Checking,Active,2021-05-24,
16777,6777,Savings,Dormant,2018-03-10,2024-11-13
16778,6778,Checking,Active,2015-09-19,2024-11-13
16779,6779,Savings,Active,2016-07-11,2024-11-13
16780,6780,Checking,Dormant,2016-08-29,
16781,6781,Checking,Active,2018-11-10,2024-11-13
16782,6782,Savings,Active,2019-07-23,2024-11-13
16783,6783,Checking,Dormant,2018-06-08,
16784,6784,Checking,Active,2021-02-14,2024-11-13
16785,6785,Savings,Active,2014-12-31,2024-11-13
16786,6786,Savings,Dormant,2017-02-07,2024-11-13
16787,6787,Savings,Dormant,2016-05-08,2024-11-13
16788,6788,Checking,Dormant,2018-10-20,2024-11-13
16789,6789,Checking,Dormant,2024-09-26,2024-11-13
16790,6790,Checking,Dormant,2018-08-23,2024-11-13
16791,6791,Checking,Active,2014-12-08,2024-11-13
16792,6792,Checking,Dormant,2015-11-22,2024-11-13
16793,6793,Savings,Dormant,2023-08-26,2024-11-13
16794,6794,Checking,Active,2021-12-06,2024-11-13
16795,6795,Savings,Dormant,2022-09-02,2024-11-13
16796,6796,Checking,Active,2020-11-01,2024-11-13
16797,6797,Checking,Active,2018-09-29,2024-11-13
16798,6798,Checking,Dormant,2016-08-25,2024-11-13
16799,6799,Savings,Active,2021-11-28,
16800,6800,Savings,Active,2016-06-28,2024-11-13
16801,6801,Savings,Active,2017-01-25,2024-11-13
16802,6802,Checking,Dormant,2018-07-20,2024-11-13
16803,6803,Checking,Active,2018-07-16,2024-11-13
16804,6804,Savings,Active,2024-11-03,2024-11-13
16805,6805,Checking,Dormant,2021-08-07,2024-11-13
16806,6806,Checking,Active,2024-07-05,2024-11-13
16807,6807,Savings,Dormant,2024-05-20,2024-11-13
16808,6808,Savings,Active,2017-07-26,2024-11-13
16809,6809,Savings,Active,2020-09-11,2024-11-13
16810,6810,Checking,Active,2016-06-15,2024-11-13
16811,6811,Savings,Active,2021-04-21,2024-11-13
16812,6812,Savings,Dormant,2024-07-05,
16813,6813,Savings,Dormant,2024-06-29,2024-11-13
16814,6814,Checking,Dormant,2021-05-03,2024-11-13
16815,6815,Checking,Dormant,2016-10-25,2024-11-13
16816,6816,Checking,Dormant,2021-10-23,2024-11-13
16817,6817,Checking,Active,2019-04-24,
16818,6818,Checking,Active,2021-04-08,2024-11-13
16819,6819,Checking,Active,2021-11-28,2024-11-13
16820,6820,Savings,Dormant,2016-10-05,2024-11-13
16821,6821,Checking,Active,2016-02-11,2024-11-13
16822,6822,Checking,Active,2018-05-15,2024-11-13
16823,6823,Checking,Dormant,2024-04-06,2024-11-13
16824,6824,Checking,Dormant,2021-01-16,2024-11-13
16825,6825,Checking,Active,2022-09-01,2024-11-13
16826,6826,Savings,Active,2023-11-17,2024-11-13
16827,6827,Checking,Active,2020-06-08,2024-11-13
16828,6828,Checking,Active,2018-04-22,2024-11-13
16829,6829,Savings,Dormant,2014-11-25,2024-11-13
16830,6830,Checking,Active,2022-07-31,2024-11-13
16831,6831,Savings,Dormant,2024-06-23,
16832,6832,Checking,Active,2022-08-02,2024-11-13
16833,6833,Savings,Active,2020-04-29,2024-11-13
16834,6834,Checking,Dormant,2015-02-26,2024-11-13
16835,6835,Checking,Active,2019-12-28,2024-11-13
16836,6836,Savings,Dormant,2021-07-22,2024-11-13
16837,6837,Savings,Active,2022-07-07,2024-11-13
16838,6838,Checking,Active,2018-06-06,2024-11-13
16839,6839,Savings,Dormant,2017-08-13,
16840,6840,Savings,Active,2023-10-17,2024-11-13
16841,6841,Savings,Dormant,2023-10-21,2024-11-13
16842,6842,Savings,Active,2020-10-14,2024-11-13
16843,6843,Checking,Active,2020-03-08,2024-11-13
16844,6844,Checking,Active,2017-02-22,2024-11-13
16845,6845,Savings,Active,2022-07-30,2024-11-13
16846,6846,Savings,Dormant,2015-06-18,2024-11-13
16847,6847,Checking,Dormant,2014-11-24,2024-11-13
16848,6848,Savings,Active,2023-08-04,2024-11-13
16849,6849,Checking,Dormant,2021-04-17,2024-11-13
16850,6850,Checking,Dormant,2015-03-21,2024-11-13
16851,6851,Checking,Dormant,2017-07-02,2024-11-13
16852,6852,Savings,Dormant,2015-10-23,2024-11-13
16853,6853,Checking,Active,2021-12-02,2024-11-13
16854,6854,Checking,Active,2017-04-09,2024-11-13
16855,6855,Checking,Dormant,2020-09-01,2024-11-13
16856,6856,Savings,Active,2017-10-06,2024-11-13
16857,6857,Checking,Dormant,2023-02-04,2024-11-13
16858,6858,Savings,Active,2015-01-05,2024-11-13
16859,6859,Checking,Dormant,2015-07-10,2024-11-13
16860,6860,Checking,Dormant,2024-02-25,2024-11-13
16861,6861,Savings,Dormant,2018-09-24,2024-11-13
16862,6862,Checking,Dormant,2017-09-14,2024-11-13
16863,6863,Savings,Active,2017-12-20,2024-11-13
16864,6864,Checking,Dormant,2024-06-23,2024-11-13
16865,6865,Savings,Dormant,2016-10-15,2024-11-13
16866,6866,Checking,Active,2024-08-31,2024-11-13
16867,6867,Checking,Active,2016-08-04,2024-11-13
16868,6868,Savings,Active,2016-12-31,2024-11-13
16869,6869,Savings,Active,2018-11-11,2024-11-13
16870,6870,Savings,Active,2018-05-25,2024-11-13
16871,6871,Checking,Dormant,2017-07-11,2024-11-13
16872,6872,Checking,Active,2017-05-24,2024-11-13
16873,6873,Checking,Active,2023-07-03,2024-11-13
16874,6874,Savings,Dormant,2020-09-09,2024-11-13
16875,6875,Savings,Active,2018-05-23,2024-11-13
16876,6876,Checking,Dormant,2015-12-31,2024-11-13
16877,6877,Savings,Dormant,2019-07-13,2024-11-13
16878,6878,Savings,Dormant,2022-03-27,
16879,6879,Checking,Active,2018-05-06,2024-11-13
16880,6880,Savings,Dormant,2015-08-01,2024-11-13
16881,6881,Checking,Active,2023-01-21,2024-11-13
16882,6882,Savings,Active,2019-06-17,2024-11-13
16883,6883,Checking,Dormant,2016-03-22,2024-11-13
16884,6884,Checking,Dormant,2018-10-25,2024-11-13
16885,6885,Checking,Dormant,2017-01-18,2024-11-13
16886,6886,Savings,Active,2015-09-21,2024-11-13
16887,6887,Savings,Active,2020-08-25,2024-11-13
16888,6888,Savings,Active,2015-09-19,2024-11-13
16889,6889,Checking,Dormant,2016-08-26,2024-11-13
16890,6890,Savings,Active,2024-01-26,2024-11-13
16891,6891,Savings,Active,2015-10-17,2024-11-13
16892,6892,Savings,Active,2016-03-19,
16893,6893,Checking,Dormant,2020-02-20,2024-11-13
16894,6894,Savings,Active,2021-02-27,2024-11-13
16895,6895,Checking,Active,2022-10-27,2024-11-13
16896,6896,Savings,Active,2018-12-27,2024-11-13
16897,6897,Savings,Dormant,2019-02-09,2024-11-13
16898,6898,Checking,Dormant,2021-03-21,2024-11-13
16899,6899,Savings,Active,2019-12-24,2024-11-13
16900,6900,Savings,Dormant,2016-08-27,2024-11-13
16901,6901,Checking,Dormant,2017-05-04,2024-11-13
16902,6902,Checking,Active,2024-05-19,
16903,6903,Savings,Active,2015-05-08,
16904,6904,Savings,Dormant,2017-05-12,2024-11-13
16905,6905,Savings,Dormant,2023-03-31,2024-11-13
16906,6906,Savings,Active,2017-07-21,2024-11-13
16907,6907,Checking,Dormant,2022-11-08,
16908,6908,Checking,Active,2021-11-16,2024-11-13
16909,6909,Savings,Dormant,2024-05-31,2024-11-13
16910,6910,Checking,Dormant,2018-10-31,2024-11-13
16911,6911,Savings,Active,2020-05-16,2024-11-13
16912,6912,Checking,Dormant,2016-02-25,2024-11-13
16913,6913,Savings,Dormant,2022-03-26,2024-11-13
16914,6914,Checking,Dormant,2020-09-18,
16915,6915,Savings,Dormant,2016-07-18,2024-11-13
16916,6916,Savings,Dormant,2021-10-14,
16917,6917,Savings,Active,2024-09-18,2024-11-13
16918,6918,Checking,Active,2021-02-13,2024-11-13
16919,6919,Savings,Active,2020-04-03,
16920,6920,Checking,Active,2023-10-03,2024-11-13
16921,6921,Checking,Dormant,2018-01-04,2024-11-13
16922,6922,Checking,Dormant,2018-03-07,2024-11-13
16923,6923,Savings,Dormant,2022-01-03,
16924,6924,Savings,Active,2022-04-28,2024-11-13
16925,6925,Checking,Dormant,2021-02-02,2024-11-13
16926,6926,Savings,Dormant,2021-06-29,2024-11-13
16927,6927,Checking,Dormant,2020-07-16,2024-11-13
16928,6928,Savings,Dormant,2018-10-18,2024-11-13
16929,6929,Savings,Active,2018-01-11,2024-11-13
16930,6930,Checking,Active,2018-04-23,2024-11-13
16931,6931,Checking,Dormant,2018-05-28,2024-11-13
16932,6932,Savings,Active,2017-03-04,2024-11-13
16933,6933,Savings,Dormant,2018-06-06,2024-11-13
16934,6934,Savings,Dormant,2019-12-12,2024-11-13
16935,6935,Savings,Active,2021-03-06,2024-11-13
16936,6936,Checking,Active,2016-01-07,2024-11-13
16937,6937,Savings,Active,2018-02-26,2024-11-13
16938,6938,Savings,Dormant,2017-12-19,2024-11-13
16939,6939,Savings,Active,2022-01-06,2024-11-13
16940,6940,Savings,Dormant,2023-01-13,2024-11-13
16941,6941,Checking,Active,2024-10-28,2024-11-13
16942,6942,Checking,Active,2022-07-25,2024-11-13
16943,6943,Savings,Dormant,2024-03-18,2024-11-13
16944,6944,Checking,Active,2018-07-02,2024-11-13
16945,6945,Savings,Dormant,2019-11-24,2024-11-13
16946,6946,Savings,Dormant,2022-01-05,2024-11-13
16947,6947,Checking,Active,2021-12-01,2024-11-13
16948,6948,Savings,Active,2021-10-27,
16949,6949,Savings,Dormant,2021-07-13,2024-11-13
16950,6950,Checking,Dormant,2017-07-22,2024-11-13
16951,6951,Savings,Active,2018-05-01,2024-11-13
16952,6952,Checking,Dormant,2016-10-09,2024-11-13
16953,6953,Checking,Active,2016-08-17,2024-11-13
16954,6954,Savings,Dormant,2018-07-14,2024-11-13
16955,6955,Checking,Dormant,2023-08-10,2024-11-13
16956,6956,Savings,Dormant,2015-05-24,2024-11-13
16957,6957,Savings,Active,2022-01-21,2024-11-13
16958,6958,Checking,Active,2021-10-21,
16959,6959,Savings,Active,2021-02-07,2024-11-13
16960,6960,Checking,Dormant,2024-01-10,2024-11-13
16961,6961,Savings,Dormant,2017-01-02,
16962,6962,Savings,Active,2021-08-31,2024-11-13
16963,6963,Checking,Active,2017-03-19,2024-11-13
16964,6964,Savings,Dormant,2014-12-02,2024-11-13
16965,6965,Savings,Active,2019-01-09,2024-11-13
16966,6966,Savings,Active,2017-06-13,2024-11-13
16967,6967,Savings,Dormant,2015-07-21,2024-11-13
16968,6968,Savings,Dormant,2016-01-14,2024-11-13
16969,6969,Savings,Active,2020-06-26,2024-11-13
16970,6970,Savings,Active,2021-07-08,2024-11-13
16971,6971,Checking,Dormant,2020-05-21,2024-11-13
16972,6972,Savings,Dormant,2021-06-02,
16973,6973,Checking,Dormant,2023-10-09,2024-11-13
16974,6974,Checking,Dormant,2016-12-11,2024-11-13
16975,6975,Savings,Active,2016-07-25,2024-11-13
16976,6976,Savings,Dormant,2023-11-18,2024-11-13
16977,6977,Checking,Dormant,2021-03-13,2024-11-13
16978,6978,Savings,Active,2022-12-08,2024-11-13
16979,6979,Savings,Active,2023-10-29,2024-11-13
16980,6980,Savings,Active,2018-01-09,
16981,6981,Savings,Dormant,2018-10-04,2024-11-13
16982,6982,Checking,Dormant,2015-12-04,2024-11-13
16983,6983,Savings,Dormant,2023-05-18,2024-11-13
16984,6984,Checking,Active,2016-07-12,2024-11-13
16985,6985,Checking,Dormant,2018-07-22,
16986,6986,Savings,Active,2021-01-14,2024-11-13
16987,6987,Checking,Dormant,2020-06-12,
16988,6988,Checking,Active,2024-11-02,2024-11-13
16989,6989,Savings,Active,2015-03-14,2024-11-13
16990,6990,Checking,Dormant,2017-05-27,2024-11-13
16991,6991,Checking,Active,2017-02-08,2024-11-13
16992,6992,Savings,Dormant,2018-01-03,2024-11-13
16993,6993,Savings,Active,2019-07-07,2024-11-13
16994,6994,Savings,Active,2020-04-13,2024-11-13
16995,6995,Checking,Active,2015-09-20,
16996,6996,Checking,Active,2022-04-20,2024-11-13
16997,6997,Checking,Dormant,2022-06-09,2024-11-13
16998,6998,Savings,Active,2024-07-30,2024-11-13
16999,6999,Savings,Dormant,2016-02-01,2024-11-13
17000,7000,Savings,Active,2015-01-20,2024-11-13
17001,7001,Savings,Active,2020-10-24,2024-11-13
17002,7002,Checking,Dormant,2020-01-25,2024-11-13
17003,7003,Savings,Dormant,2018-07-15,2024-11-13
17004,7004,Savings,Dormant,2022-01-26,2024-11-13
17005,7005,Checking,Active,2024-03-19,2024-11-13
17006,7006,Savings,Dormant,2015-06-13,2024-11-13
17007,7007,Savings,Active,2020-04-26,2024-11-13
17008,7008,Savings,Active,2015-06-17,2024-11-13
17009,7009,Savings,Active,2019-02-20,2024-11-13
17010,7010,Savings,Dormant,2021-12-06,
17011,7011,Savings,Dormant,2022-04-30,2024-11-13
17012,7012,Savings,Dormant,2022-03-30,
17013,7013,Checking,Active,2022-01-06,2024-11-13
17014,7014,Checking,Dormant,2017-12-10,2024-11-13
17015,7015,Savings,Active,2019-07-31,2024-11-13
17016,7016,Savings,Dormant,2024-03-19,2024-11-13
17017,7017,Savings,Dormant,2015-05-05,2024-11-13
17018,7018,Savings,Dormant,2019-07-05,2024-11-13
17019,7019,Savings,Dormant,2019-03-18,2024-11-13
17020,7020,Checking,Dormant,2019-08-30,2024-11-13
17021,7021,Savings,Dormant,2023-10-18,
17022,7022,Checking,Active,2020-07-21,2024-11-13
17023,7023,Savings,Active,2019-07-12,2024-11-13
17024,7024,Savings,Active,2018-06-12,2024-11-13
17025,7025,Checking,Dormant,2014-11-19,2024-11-13
17026,7026,Checking,Active,2021-06-14,2024-11-13
17027,7027,Savings,Dormant,2024-03-02,2024-11-13
17028,7028,Checking,Active,2021-02-17,2024-11-13
17029,7029,Checking,Dormant,2014-12-07,2024-11-13
17030,7030,Checking,Dormant,2018-06-25,2024-11-13
17031,7031,Savings,Active,2015-03-29,2024-11-13
17032,7032,Checking,Dormant,2019-12-24,2024-11-13
17033,7033,Savings,Dormant,2015-12-03,2024-11-13
17034,7034,Savings,Active,2024-11-01,2024-11-13
17035,7035,Savings,Dormant,2020-02-27,2024-11-13
17036,7036,Savings,Dormant,2018-08-05,2024-11-13
17037,7037,Savings,Dormant,2020-05-19,2024-11-13
17038,7038,Checking,Active,2023-03-01,2024-11-13
17039,7039,Checking,Dormant,2024-06-20,2024-11-13
17040,7040,Savings,Active,2023-10-01,2024-11-13
17041,7041,Savings,Dormant,2016-01-02,2024-11-13
17042,7042,Checking,Active,2017-09-02,2024-11-13
17043,7043,Checking,Active,2021-03-30,2024-11-13
17044,7044,Checking,Dormant,2021-10-13,2024-11-13
17045,7045,Checking,Active,2020-03-21,2024-11-13
17046,7046,Checking,Dormant,2018-02-04,2024-11-13
17047,7047,Checking,Active,2023-08-14,2024-11-13
17048,7048,Checking,Active,2016-08-06,
17049,7049,Checking,Active,2017-09-17,2024-11-13
17050,7050,Savings,Dormant,2024-02-27,2024-11-13
17051,7051,Checking,Dormant,2024-06-25,2024-11-13
17052,7052,Checking,Active,2015-01-31,2024-11-13
17053,7053,Savings,Dormant,2016-10-08,2024-11-13
17054,7054,Checking,Dormant,2015-08-21,2024-11-13
17055,7055,Checking,Dormant,2024-07-20,2024-11-13
17056,7056,Savings,Dormant,2017-12-21,2024-11-13
17057,7057,Savings,Dormant,2020-12-06,2024-11-13
17058,7058,Checking,Active,2022-07-06,2024-11-13
17059,7059,Checking,Dormant,2017-10-02,2024-11-13
17060,7060,Checking,Active,2023-11-20,2024-11-13
17061,7061,Savings,Active,2019-11-11,2024-11-13
17062,7062,Checking,Active,2019-03-29,2024-11-13
17063,7063,Savings,Dormant,2021-03-23,2024-11-13
17064,7064,Checking,Dormant,2019-03-05,2024-11-13
17065,7065,Savings,Dormant,2019-04-16,2024-11-13
17066,7066,Checking,Dormant,2019-04-15,2024-11-13
17067,7067,Checking,Dormant,2018-06-27,2024-11-13
17068,7068,Checking,Dormant,2021-11-23,2024-11-13
17069,7069,Savings,Dormant,2022-12-21,2024-11-13
17070,7070,Savings,Dormant,2018-01-30,2024-11-13
17071,7071,Checking,Dormant,2021-09-09,2024-11-13
17072,7072,Checking,Dormant,2016-08-17,2024-11-13
17073,7073,Checking,Dormant,2024-02-01,2024-11-13
17074,7074,Savings,Dormant,2024-03-09,2024-11-13
17075,7075,Savings,Dormant,2020-04-02,2024-11-13
17076,7076,Checking,Active,2018-07-17,2024-11-13
17077,7077,Savings,Active,2017-08-20,2024-11-13
