TRANSACTIONID,CUSTOMERID,ACCOUNTID,TRANSACTIONTYPEID,BRANCHID,DATEID,AMOUNT,BALANCEAFTERTRANSACTION
58897,8539,18539,2,52,581,1443.74,15035.59
58898,13206,23206,2,17,430,1781.01,13083.18
58899,4514,14514,2,40,504,4015.37,3316.3
58900,7118,1909,3,94,399,3170.8,19867.94
58901,6476,16476,1,66,1051,3350.46,2679.41
58902,1787,7505,3,46,383,1232.69,12988.41
58903,11624,21624,1,11,844,4778.52,19066.63
58904,8150,18150,2,61,655,2566.27,6801.54
58905,855,4318,3,46,198,4837.67,8958.28
58907,14073,24073,1,40,897,2619.76,14921.24
58908,10149,5340,3,94,1070,900.67,16376.84
58909,674,10674,2,10,723,2506.17,10709.12
58910,3642,1463,3,38,1012,2780.23,5107.69
58911,5703,15703,1,39,304,4951.01,3399.31
58912,6413,4636,3,9,861,3508.49,2351.87
58913,12467,22467,2,23,213,648.84,15207.29
58914,2104,12104,1,64,545,3038.12,12959.15
58915,2835,12835,1,23,873,816.44,17912.7
58916,1084,25447,1,49,947,3966.36,622.13
58917,2219,12219,1,73,522,2651.37,15094.62
58918,2398,12398,2,87,498,3057.81,12826.35
58919,10436,20436,2,41,398,4334.27,18852.82
58920,12405,22405,1,55,652,2119.3,19782.48
58921,4986,25500,2,95,103,4185.6,13857.45
58922,7014,17014,1,17,950,1031.62,10887.5
58923,7688,6342,3,46,1079,4417.87,2291.52
58924,11907,21907,1,73,1014,3342.36,9436.56
58925,5393,3033,3,93,883,4064.68,17378.79
58926,11379,21379,1,100,332,1617.34,4381.85
58927,3842,4053,3,45,75,597.78,17263.67
58928,7891,17891,2,74,682,1006.24,12908.88
58929,2959,25832,1,91,512,3742.86,6543.67
58930,7071,17071,1,57,490,4525.85,5091.44
58931,1780,11780,2,62,587,4718.69,18939.93
58932,1258,6888,3,68,731,1137.03,3993.89
58933,6827,16827,1,95,565,3960.21,4430.38
58934,5782,15782,1,83,901,3948.25,9445.3
58935,2214,8047,3,44,294,1313.76,14588.15
58936,2619,7014,3,31,378,152.16,19837.78
58937,635,109,3,64,314,447.77,11920.94
58938,14907,24907,2,42,263,301.65,3225.15
58939,11801,21801,1,83,1072,1915.48,15133.59
58940,7716,17716,1,53,1028,847.8,6965.12
58941,481,10481,2,70,985,3746.31,18372.62
58942,10827,2959,3,17,909,564.28,5111.6
58944,6116,16116,2,59,845,870.97,11524.63
58945,8251,18251,1,62,931,4507.75,13544.81
58946,14974,24974,1,82,1095,3806.37,11527.86
58947,10805,2261,3,34,396,2939.08,12201.82
58948,7888,17888,2,38,638,3286.43,15451.43
58949,8742,18742,1,95,242,444.1,8489.74
58950,4992,14992,1,36,897,2498.58,10898.65
58951,11229,21229,1,25,162,759.91,7926.68
58952,373,10373,2,67,559,3301.19,9107.08
58953,3028,13028,2,1,1050,2283.75,14638.38
58954,2142,12142,2,64,929,3249.35,9256.32
58955,9164,19164,2,88,122,725.42,7797.59
58956,1995,11995,2,9,331,2578.43,8155.37
58957,12942,25128,2,40,255,4038.48,6591.42
58958,12691,9802,3,87,1089,2365.63,7633.92
58959,4416,14416,1,31,293,2207.76,6328.47
58960,9333,2223,3,96,1079,262.14,2821.35
58961,12128,22128,2,4,316,411.96,9473.16
58962,3956,6023,3,50,144,446.96,11855.08
58963,1115,2994,3,90,246,131.27,4908.57
58965,11284,21284,2,13,865,1951.12,14876.98
58966,3350,2087,3,88,951,2114.31,726.54
58967,6730,16730,1,40,805,2881.68,3017.04
58968,937,10937,2,21,812,2203.3,7226.83
58969,10086,20086,2,95,914,1534.15,4796.21
58971,10795,7838,3,80,904,248.02,4337.17
58972,3797,13797,1,35,118,4096.05,16922.31
58973,1530,9471,3,82,399,1955.13,16302.11
58974,12031,7822,3,41,342,461.31,13275.17
58975,5439,2397,3,29,754,482.05,4759.47
58976,9799,19799,2,76,64,3300.55,15816.83
58978,757,10757,2,72,825,4165.98,2947.72
58979,14162,24162,2,87,741,3194.26,3334.5
58981,11400,21400,2,91,640,4783.87,11443.6
58982,9709,19709,1,18,993,345.31,633.53
58983,6348,16348,2,58,1009,1595.05,15972.58
58984,13536,23536,2,3,903,2872.47,7523.86
58985,2936,12936,2,54,602,4300.09,17183.5
58986,12823,8156,3,19,126,234.79,2059.15
58987,14181,9637,3,45,151,4673.59,7201.65
58988,5151,4623,3,39,963,4492.13,12231.42
58989,3484,3783,3,41,975,3588.98,17039.53
58990,13307,9402,3,17,1029,3532.21,1498.13
58991,10564,20564,1,45,764,180.52,4240.94
58992,10525,20525,1,23,305,4098.93,12946.61
58993,1021,11021,2,76,696,2442.39,17196.11
58994,10245,20245,2,66,123,2457.82,14716.23
58995,2360,12360,2,73,39,1654.4,4032.19
58997,14500,8902,3,48,1002,3689.45,15636.82
58998,10937,1050,3,60,701,1719.45,4872.76
58999,9945,19945,1,48,261,4143.97,4302.5
59000,3701,7002,3,44,756,1347.53,1979.74
59001,4755,3359,3,81,114,2550.65,1598.09
59002,10510,2448,3,69,433,858.57,17643.62
59003,1394,3616,3,10,712,4586.09,4055.32
59004,13684,23684,1,52,987,3833.33,19857.65
59005,11668,21668,2,61,687,2662.5,14598.46
59006,4740,1283,3,61,507,3904.97,14863.77
59007,8392,18392,2,5,506,1296.04,14399.59
59008,14073,24073,1,20,450,1184.56,17716.7
59009,3563,9491,3,31,57,2708.38,4927.48
59010,6997,16997,2,90,890,451.13,16734.13
59011,9428,19428,1,92,1088,1456.93,2797.18
59012,7094,17094,2,34,1050,701.35,14709.32
59013,7417,17417,2,25,905,2458.55,904.03
59014,824,10824,1,96,83,1657.65,8553.81
59015,14302,24302,1,99,109,3115.1,19011.36
59016,4507,14507,1,11,721,4240.33,19660.97
59017,3582,13582,1,92,912,1470.8,19637.59
59018,11184,6116,3,13,1003,3682.29,18163.24
59019,11021,137,3,40,390,2877.47,13189.62
59020,7657,17657,1,95,995,422.47,617.96
59022,5684,6083,3,38,38,4421.81,15163.6
59023,8016,3567,3,9,515,1061.68,8383.69
59024,3292,2774,3,85,172,270.37,7762.69
59025,1412,11412,2,81,1090,1319.44,15154.9
59026,14747,24747,1,47,909,4653.71,4362.9
59027,4929,14929,2,72,218,1378.61,15080.0
59028,9439,19439,2,98,13,3695.76,17079.1
59029,4141,14141,1,87,1036,4574.51,9605.65
59030,8652,18652,2,67,522,3286.6,17520.52
59031,12565,22565,2,4,901,4788.96,9101.9
59032,500,10500,1,38,703,3556.14,17626.52
59033,14762,24762,1,92,1019,650.33,18320.63
59034,9682,19682,2,77,660,1022.37,17745.32
59035,4345,14345,1,51,570,4305.04,16162.25
59036,5449,15449,2,71,1058,1176.66,2759.53
59037,14377,24377,2,57,768,4220.09,8658.03
59038,1236,8397,3,29,55,638.63,2268.09
59039,8062,18062,2,53,319,4608.57,11587.41
59040,8595,18595,2,19,389,2784.49,19066.78
59041,352,10352,2,100,197,2219.56,6691.7
59042,5380,15380,1,12,722,4638.62,2467.16
59043,11905,5486,3,86,482,1308.68,3009.58
59044,5929,15929,1,49,350,2391.41,9564.48
59045,8064,2818,3,43,1011,160.16,17327.99
59046,2196,12196,1,39,996,3397.28,5100.7
59047,11260,21260,2,73,960,4117.46,8610.88
59048,11064,1645,3,10,1010,2505.44,9561.76
59049,3901,13901,2,84,930,2180.87,1777.37
59050,6467,16467,2,24,52,3873.63,18202.58
59051,14171,24171,2,89,406,1796.27,782.02
59052,7502,17502,2,72,762,1706.21,16703.38
59053,6731,16731,1,45,1086,1423.83,4796.94
59054,7237,17237,1,13,265,1635.04,3313.95
59055,8135,18135,2,86,611,1847.55,11444.07
59056,11914,21914,1,91,363,410.09,18700.46
59057,7459,9929,3,12,1080,1276.82,9637.6
59058,4802,14802,2,20,737,4573.19,11109.71
59059,1727,7632,3,81,668,4904.26,17293.1
59060,11948,21948,1,98,1002,4808.29,17342.72
59061,5340,15340,2,96,768,2399.91,17808.23
59062,10531,20531,2,3,876,181.23,19817.94
59063,12823,22823,1,17,44,4317.59,5801.92
59064,9441,4800,3,77,597,1212.61,7030.24
59065,729,3781,3,20,523,4709.89,13050.47
59066,9771,19771,1,84,894,279.64,9421.41
59067,11183,21183,2,36,759,1680.94,7597.17
59068,14939,1677,3,6,489,2115.01,5261.9
59069,7832,29,3,36,202,4922.38,10668.12
59070,8507,807,3,73,842,2490.19,8869.32
59071,6307,6301,3,3,425,3581.22,7554.73
59072,457,10457,1,39,1073,737.7,1308.6
59073,11988,3962,3,22,207,3935.34,9465.7
59074,3196,13196,2,71,139,3792.0,9404.52
59075,14470,24470,1,26,922,3114.97,7827.18
59076,8664,18664,1,34,1054,2319.76,19592.95
59077,13178,5421,3,80,85,386.48,1385.77
59078,5006,5917,3,93,800,1770.69,11310.85
59079,9643,19643,2,98,797,459.75,833.94
59080,4125,4,3,89,228,4861.83,16790.1
59081,6590,16590,1,91,593,2692.4,7448.44
59082,2273,2991,3,66,703,3892.32,17707.9
59083,6208,16208,1,55,839,1125.35,10402.73
59084,1417,11417,1,68,602,2355.55,7982.27
59085,11309,21309,1,1,250,3232.83,17879.81
59086,3250,13250,2,6,873,574.88,17204.89
59087,12316,22316,2,97,156,2556.98,12830.74
59088,14817,24817,2,6,767,954.59,1229.22
59089,3593,13593,2,56,1018,554.26,8031.54
59090,13164,23164,2,38,561,4859.63,18615.46
59091,14850,24850,1,20,464,2101.88,6031.99
59092,9741,25538,1,62,782,1650.46,8656.47
59093,5516,15516,2,29,358,3392.5,4161.39
59094,5378,15378,2,22,238,4163.42,11009.12
59096,983,10983,2,89,1047,2495.48,13960.55
59097,6075,16075,2,12,780,3439.55,15264.37
59099,6106,25826,1,67,531,2633.71,16417.66
59100,12994,22994,2,46,406,694.55,11828.91
59101,14697,24697,2,26,173,3198.06,15844.78
59104,5618,6212,3,84,982,2461.21,1917.23
59105,12734,5561,3,95,228,4614.48,4271.99
59106,9814,19814,2,80,569,1042.8,17435.55
59107,5655,3233,3,34,608,3075.44,15670.57
59108,5399,8708,3,19,120,1101.71,17914.36
59109,5905,15905,1,87,961,1649.98,13508.88
59110,9687,19687,1,56,873,435.98,7467.05
59111,5123,3773,3,58,659,2796.3,15079.28
59112,4013,14013,1,81,812,4328.15,17451.17
59113,6352,16352,1,27,583,1738.42,8981.62
59114,5385,15385,2,63,962,247.03,9369.45
59115,4121,4078,3,15,745,4067.77,13748.56
59116,13502,23502,2,27,261,3119.65,1961.21
59117,12837,24,3,85,274,552.13,8637.18
59118,12015,22015,2,58,930,905.13,8393.71
59119,11586,21586,1,17,769,495.18,15833.68
59120,11031,21031,2,48,1,705.32,19246.93
59121,6857,1243,3,37,888,4367.59,5861.6
59122,4159,14159,2,42,564,1393.4,1930.13
59123,5054,15054,2,2,35,1715.19,18323.21
59125,10985,2190,3,89,1075,2707.95,1337.45
59126,10471,20471,1,94,484,68.73,1270.68
59127,3826,933,3,82,634,2701.68,7174.07
59128,1363,1304,3,77,1088,2671.5,16828.55
59129,8595,3871,3,42,388,4415.2,817.38
59130,10337,20337,2,36,990,2907.07,16663.59
59132,2655,12655,2,32,308,1100.77,19525.35
59133,12,10012,1,67,486,3765.24,16795.72
59134,4697,14697,1,46,133,1379.62,11992.73
59135,12841,22841,2,41,450,3537.77,13917.18
59136,11921,21921,2,56,1023,3034.15,7961.18
59137,8269,18269,1,83,1039,1412.81,3636.77
59138,12017,22017,1,66,363,4518.79,8978.7
59139,8417,9952,3,90,341,754.19,18837.91
59140,10042,20042,1,96,291,4395.32,16685.01
59141,7542,17542,1,83,275,1095.2,11937.17
59142,258,10258,1,92,138,1830.07,10274.89
59143,1391,11391,1,53,283,1454.49,9002.76
59145,4322,14322,1,70,615,3928.25,19419.17
59146,12363,2295,3,23,867,4590.9,9089.32
59148,13645,5071,3,42,572,4306.43,18549.74
59149,13338,3853,3,9,697,2341.51,5020.75
59151,11884,21884,2,43,282,2655.12,18845.6
59152,7161,9403,3,91,592,3233.95,15423.16
59153,1992,642,3,97,709,3007.85,10333.96
59154,4047,14047,2,45,501,4169.92,12190.6
59155,11105,21105,2,34,1079,2700.83,10683.02
59156,13239,610,3,8,518,1323.39,11052.68
59157,1689,11689,1,63,1036,1654.9,13129.59
59158,3896,6782,3,47,872,198.7,9822.47
59159,7227,17227,1,31,810,2344.19,6297.33
59160,10958,20958,1,96,635,4130.72,19581.64
59161,7238,8042,3,45,321,3622.65,8654.72
59162,9373,19373,2,7,96,523.7,4340.15
59163,7808,17808,2,97,903,516.84,17303.38
59164,6645,2419,3,60,1003,3795.08,4651.33
59165,12735,9780,3,29,956,2576.3,13916.9
59166,12469,22469,2,52,1009,2750.83,9611.43
59167,12841,9639,3,15,178,2842.13,3245.95
59168,5494,15494,2,55,1062,3115.33,19617.67
59169,9435,19435,1,77,156,2347.03,4068.34
59170,6054,16054,1,84,896,674.29,8595.48
59171,4150,14150,1,81,904,4832.22,9274.68
59172,12024,9627,3,42,665,2538.34,19479.82
59174,7697,2406,3,28,160,4288.11,7711.55
59175,3598,2632,3,28,919,395.65,17519.21
59177,11782,7284,3,41,783,3396.1,14477.4
59178,9506,7941,3,17,382,2385.36,7419.12
59179,8232,2537,3,23,434,1801.45,13316.82
59180,1112,1962,3,21,994,2802.85,9194.39
59181,9232,19232,2,12,1055,2301.2,16556.39
59182,9088,19088,2,50,433,4018.12,13303.38
59183,7740,17740,2,28,283,1992.82,18157.56
59184,6076,7323,3,92,676,3915.78,7419.98
59185,9009,19009,2,35,827,3504.06,14518.29
59186,7994,1443,3,80,559,4920.81,2381.45
59187,200,10200,1,47,1091,3058.0,14347.67
59188,6571,16571,1,21,486,636.19,5618.35
59189,3208,13208,1,37,939,2034.78,11595.39
59190,182,3819,3,85,904,4044.84,8059.76
59191,11895,21895,2,69,695,2764.77,18456.92
59192,10659,20659,2,93,945,80.57,5242.9
59194,6392,16392,2,8,949,2838.86,8524.34
59195,8182,18182,1,28,963,2932.21,19869.39
59196,4083,6492,3,95,830,2990.21,15150.59
59197,1051,11051,1,89,595,375.3,19478.44
59200,5112,15112,2,93,880,260.81,7283.6
59201,4949,14949,2,12,195,4873.6,19621.0
59202,1625,11625,1,39,912,4831.94,13903.79
59203,7682,5405,3,64,878,2653.54,19501.57
59204,8180,4662,3,13,347,581.78,19641.89
59206,79,10079,2,53,962,4319.63,5241.64
59207,3369,9918,3,39,106,2011.73,9671.15
59208,12629,580,3,60,937,696.44,13365.56
59209,3020,13020,1,64,702,802.9,12241.86
59210,3563,13563,1,59,1073,4282.78,13872.73
59211,4239,14239,2,23,489,3647.85,19602.2
59212,2121,25131,2,93,771,4896.31,6136.96
59213,9588,3845,3,94,958,654.12,11588.23
59214,10117,20117,1,42,601,1792.69,10049.88
59215,827,10827,1,5,848,1824.34,911.14
59216,305,10305,1,4,780,220.64,668.19
59217,8494,18494,1,61,867,968.33,15079.05
59218,1080,6709,3,18,365,2183.2,10320.19
59219,5776,15776,2,57,1034,4260.32,8651.13
59220,10913,20913,2,42,437,4391.69,14865.07
59221,12400,2193,3,31,25,1603.83,18500.01
59222,3256,13256,1,87,675,420.85,14158.4
59223,4876,14876,1,16,1049,4253.79,7959.58
59224,8466,18466,2,76,754,1141.81,9722.48
59225,3897,13897,2,44,20,3103.83,14573.94
59226,10886,20886,2,22,576,3097.2,18842.98
59227,9085,19085,1,84,337,4031.32,17203.77
59228,14985,24985,2,40,956,3245.34,14209.79
59230,4718,14718,1,53,352,2027.54,16713.27
59231,5928,9810,3,9,232,2207.81,16632.6
59232,13994,23994,1,72,351,660.67,18208.94
59233,4808,14808,1,52,211,2190.61,8023.23
59234,1303,11303,1,49,21,279.85,4687.27
59235,3648,13648,1,94,603,3633.89,11797.19
59236,14668,24668,2,16,892,4273.21,6914.89
59237,3773,13773,1,24,340,733.88,1613.75
59238,2606,9929,3,4,1083,660.88,11592.89
59239,12638,747,3,54,1025,4027.16,8798.89
59240,13455,23455,1,21,278,4089.18,18795.7
59242,89,10089,1,30,1043,2684.19,6695.11
59243,13053,23053,2,89,1046,4483.17,6940.91
59244,14683,8145,3,84,462,4533.82,14086.53
59245,10569,20569,2,13,495,3561.32,11238.39
59246,779,10779,1,49,672,4778.07,8147.19
59247,11901,21901,2,8,1036,3682.0,11687.21
59248,11160,21160,2,69,615,1709.98,18474.18
59249,6662,16662,2,57,925,411.18,10714.71
59250,9723,19723,2,42,352,4536.23,2891.8
59251,1776,11776,2,17,295,1896.51,16839.1
59252,14033,24033,1,50,1008,238.2,10077.9
59253,13636,7989,3,97,67,4136.75,8683.87
59255,1899,11899,2,79,158,1933.8,15386.23
59256,6333,16333,1,83,237,2447.75,6560.46
59257,4589,14589,2,74,300,395.44,2564.95
59258,2920,12920,1,8,990,4635.34,8451.74
59259,10556,5479,3,74,917,2404.54,12295.07
59260,833,6446,3,94,289,2642.11,598.93
59261,3705,13705,1,32,783,184.05,5012.08
59262,1019,11019,1,16,63,1226.22,13545.29
59263,2720,12720,2,39,1007,3340.32,6870.16
59264,8605,18605,1,62,658,4101.35,13953.68
59265,4196,14196,2,99,798,4571.4,2777.08
59266,1678,4535,3,70,575,4422.06,11935.22
59267,11306,21306,2,72,992,2900.39,18660.22
59268,7281,17281,1,19,1002,2023.83,19905.49
59270,5262,15262,2,49,1053,901.95,12288.29
59271,8508,18508,2,47,121,4252.4,10556.04
59272,5649,8713,3,82,1081,946.71,15186.66
59273,1210,11210,1,70,710,2049.89,18914.47
59274,2858,5715,3,91,621,4856.8,5636.83
59275,7206,8850,3,15,856,4564.99,2625.6
59276,4288,415,3,95,614,1535.44,2043.36
59278,13796,23796,1,74,506,3956.0,19037.22
59279,9375,9658,3,49,978,255.12,2323.56
59281,191,10191,1,76,574,1290.51,10359.24
59282,8739,18739,1,13,92,1512.76,13032.36
59284,2038,12038,1,4,1040,1718.72,15502.47
59285,1241,11241,2,43,864,3217.35,818.12
59286,2196,12196,1,89,868,4012.33,555.73
59287,3549,13549,1,96,885,4139.19,14442.1
59288,14375,25910,2,98,572,3700.8,15252.33
59289,1745,8678,3,10,462,4460.71,14210.93
59290,14848,24848,1,55,455,3418.63,1405.08
59291,11030,21030,1,76,718,4866.03,14997.15
59292,2098,9476,3,22,358,2360.08,1515.36
59293,4378,14378,1,60,675,4353.85,15251.53
59294,11622,3058,3,11,337,2952.55,6400.93
59295,5186,25053,2,22,1084,2796.76,6202.89
59296,2136,12136,2,49,974,3196.2,11723.73
59297,1707,11707,2,70,749,1237.93,14911.74
59298,706,10706,1,59,318,1782.83,12820.59
59299,4460,14460,2,68,864,4459.63,4434.57
59300,3088,6580,3,58,771,1144.97,8036.5
59301,3186,13186,2,52,838,3213.12,5449.25
59302,5849,15849,2,99,711,51.12,1102.14
59303,14231,600,3,51,130,703.71,2920.73
59304,12795,22795,2,31,617,2734.24,1381.63
59305,3820,13820,2,72,242,3254.25,18377.28
59306,4427,14427,1,68,556,3423.8,13075.62
59307,5453,9282,3,17,992,1754.77,5780.39
59308,13666,5771,3,82,798,564.75,9882.73
59309,9107,9086,3,29,987,3632.09,8705.29
59310,10512,20512,2,60,804,730.32,3687.94
59311,3982,13982,1,96,1004,1614.14,12464.51
59312,5202,9744,3,93,73,2922.48,2068.4
59313,4932,14932,2,1,837,4682.67,9754.2
59314,579,10579,1,66,241,1271.99,17319.43
59315,11039,21039,2,29,463,2268.06,15909.74
59316,2790,25014,2,51,241,522.2,14379.11
59317,7977,6148,3,39,708,3340.85,7747.35
59318,8766,18766,1,64,1071,3962.96,3788.64
59319,11135,6611,3,1,637,723.17,15064.97
59320,14187,24187,1,46,941,64.38,3605.82
59321,11924,21924,1,14,567,4181.95,9108.3
59322,13122,5960,3,68,749,838.49,4252.08
59323,9775,19775,2,54,946,136.74,18080.86
59324,9895,2982,3,65,946,3678.6,18642.12
59325,7863,17863,2,11,984,1014.45,6611.16
59327,4615,652,3,33,1042,1849.09,14072.51
59328,4021,4353,3,10,988,3578.37,13100.3
59329,14664,24664,1,100,450,1544.64,18753.2
59330,8911,1702,3,89,948,1488.63,14069.22
59331,13249,23249,1,25,579,739.62,12420.35
59332,11711,889,3,72,565,1833.62,4668.24
59333,8464,18464,2,87,953,1901.45,10865.65
59334,3498,13498,1,44,795,826.04,18115.44
59335,11401,21401,1,30,1060,4299.86,13575.88
59336,10792,20792,2,27,1001,2893.02,9478.46
59337,9458,19458,2,30,979,737.73,11616.91
59338,4884,14884,1,86,561,1921.54,13284.27
59339,2338,12338,1,42,1028,4496.03,3990.37
59340,3582,13582,2,26,37,1187.61,957.87
59341,8068,1361,3,18,457,657.69,18064.64
59342,13940,9269,3,72,1091,2225.85,9344.33
59343,3165,13165,1,83,1032,4664.81,15471.64
59345,11735,21735,2,8,978,886.19,1168.66
59346,7872,8966,3,13,795,4984.23,9847.2
59347,9146,19146,1,58,303,3339.63,2984.81
59349,8732,18732,2,1,688,2252.82,3828.08
59350,7226,3767,3,66,875,3227.2,6231.79
59351,6645,16645,1,44,856,2874.75,13935.14
59352,5641,15641,1,47,864,3615.22,11489.69
59353,9612,19612,2,95,858,1038.86,4493.02
59354,14595,24595,1,16,1060,134.6,8910.35
59355,3320,13320,1,31,776,4189.76,18624.93
59357,4124,7846,3,95,739,4615.38,15972.94
59358,14067,24067,2,30,237,57.7,7265.27
59359,495,10495,2,2,415,3614.32,14681.67
59360,6889,16889,2,31,519,4192.98,15367.83
59361,2406,12406,1,45,483,116.92,6110.71
59362,8475,3694,3,16,194,3387.76,12841.55
59364,3583,13583,2,11,799,3698.25,10951.49
59365,14350,24350,2,96,1091,1322.55,2146.06
59367,2974,12974,2,49,405,1926.8,9734.95
59368,4144,25536,2,74,191,854.6,3038.72
59369,7838,17838,2,8,534,475.52,15444.09
59370,14531,24531,1,8,1035,1148.05,8690.6
59371,6455,16455,1,99,901,2705.8,1473.71
59372,10891,20891,2,96,837,3368.39,12833.36
59373,4345,9633,3,2,1075,4949.71,18166.61
59375,1668,6570,3,53,425,4021.74,2453.3
59376,5915,15915,2,13,1009,4459.59,1309.86
59377,6343,3871,3,28,978,1460.27,1833.55
59378,3029,13029,1,12,948,2080.12,10699.02
59379,220,6515,3,38,10,882.18,15737.44
59380,4053,14053,1,95,794,1190.52,16263.51
59381,6491,16491,2,56,813,3350.02,2474.3
59382,14285,24285,2,90,1068,3220.89,14137.39
59383,8901,18901,1,53,185,2337.57,11760.68
59384,6723,16723,2,3,260,4347.19,16244.58
59385,14192,8438,3,100,1072,4260.05,14943.44
59386,13249,23249,2,11,711,1824.91,19938.22
59390,13088,23088,2,60,888,1296.56,10728.19
59391,9605,19605,1,53,768,3731.27,6775.81
59392,4111,7001,3,68,1053,3264.85,8297.63
59393,4270,14270,2,8,563,1971.93,15417.91
59394,2035,8109,3,67,1079,3214.02,8953.01
59395,14842,24842,2,31,1034,759.85,6666.98
59396,2623,12623,1,74,978,802.49,19233.59
59397,3204,13204,1,61,702,3260.39,17761.74
59398,6447,8615,3,59,705,1362.06,14640.47
59399,4189,7408,3,30,761,3042.17,3998.41
59401,2283,5477,3,87,182,1378.45,3883.68
59402,4740,14740,1,12,640,3356.43,14434.13
59403,417,10417,2,94,718,1214.84,8942.77
59404,9852,19852,2,86,37,4050.52,16484.17
59405,4865,6055,3,66,578,2618.99,6852.8
59406,3940,25695,2,39,792,4477.6,12220.63
59408,3802,4942,3,35,12,1415.65,19662.83
59409,12084,392,3,55,767,4523.77,14796.94
59410,8947,18947,2,18,717,4780.72,16653.18
59411,13276,23276,1,24,387,443.95,12831.93
59412,4016,14016,1,97,921,1555.18,18765.13
59414,12443,22443,2,30,867,1120.25,2341.55
59415,3510,2035,3,6,454,4751.16,12636.28
59416,2038,6149,3,58,1074,4236.48,11393.05
59418,13766,23766,1,93,1,1948.41,6990.02
59419,6120,16120,2,97,367,3938.39,12001.3
59420,13516,23516,2,68,282,4448.97,11167.14
59421,259,919,3,53,1033,2180.64,14244.74
59422,6685,16685,1,54,1029,2726.75,15725.28
59423,10327,20327,1,88,1013,383.43,8450.45
59424,8050,18050,2,16,302,2360.61,7751.01
59425,11591,21591,1,50,605,2022.7,705.71
59426,4775,7266,3,8,460,3285.73,6518.93
59427,11175,2585,3,26,20,1439.23,1969.71
59428,4089,14089,1,91,1054,1657.13,19536.03
59430,54,10054,2,8,964,3379.6,17873.2
59432,9556,19556,2,26,1084,1009.11,10349.87
59433,12621,22621,2,34,720,4476.07,18702.06
59434,12504,1962,3,60,600,4978.22,5898.31
59435,13374,1803,3,79,1037,3152.16,16848.58
59437,12140,22140,2,40,919,3817.21,15484.41
59438,12972,8688,3,49,1025,1045.81,15927.42
59439,6067,16067,2,37,1025,1417.87,11979.04
59440,6213,16213,2,4,330,2073.34,15428.82
59441,9649,19649,2,60,253,1144.79,12276.48
59442,13439,8153,3,14,216,2875.87,2276.91
59443,7541,17541,2,31,1029,3293.28,6666.84
59445,1045,5855,3,24,33,3261.09,11857.47
59446,2377,12377,2,45,437,1675.57,8386.44
59447,8443,7297,3,4,426,4542.43,6218.31
59448,2307,4015,3,76,719,3713.99,9720.51
59449,3771,8888,3,27,538,4069.66,10490.34
59451,9936,19936,1,24,675,3432.65,12092.86
59452,7042,4447,3,90,444,3669.25,10835.73
59453,2904,2281,3,30,518,3407.93,8800.86
59454,2646,12646,1,25,829,4913.44,16968.14
59455,14034,24034,2,81,976,4234.59,10357.23
59456,7695,7128,3,76,1070,969.54,14278.34
59457,2122,12122,2,45,873,983.71,2704.67
59458,12961,22961,2,43,829,1737.37,4428.18
59459,14997,4346,3,31,1054,2553.64,8328.19
59460,6289,25700,2,84,765,2120.86,757.78
59461,1982,11982,1,96,245,1269.66,18325.28
59462,13774,7125,3,68,98,375.74,8172.05
59463,3759,13759,1,65,763,4001.44,16353.06
59464,8039,18039,1,20,478,535.49,4537.48
59465,13062,23062,2,16,892,3299.92,8636.89
59466,6259,2059,3,42,990,279.15,10939.81
59467,6638,16638,1,42,939,2909.04,2007.1
59468,14807,2706,3,53,799,1369.12,1463.68
59469,13425,23425,2,95,85,4009.17,5314.98
59470,12685,22685,1,53,452,4306.94,10028.1
59471,10380,20380,2,2,1029,775.43,9230.15
59472,2845,4042,3,18,948,2272.54,12635.39
59474,11014,21014,1,46,307,1072.65,11672.09
59475,2892,7718,3,42,960,2660.96,12423.81
59476,413,10413,1,51,932,783.0,17169.61
59477,14125,24125,1,72,1078,1855.38,4702.62
59478,3603,2265,3,93,1083,134.32,13206.68
59479,12102,22102,1,16,154,4050.39,4830.25
59480,14794,24794,1,63,611,1153.62,12360.52
59482,2238,1397,3,25,41,4446.34,1217.89
59483,6731,16731,1,95,975,4988.59,18678.88
59484,5491,15491,1,2,28,913.53,14005.28
59485,10149,20149,1,90,866,1721.99,19183.38
59486,14743,24743,1,38,1060,3760.87,15999.03
59487,10475,20475,1,51,81,4630.04,8472.63
59488,13824,23824,2,64,821,2335.57,15259.88
59490,10274,5661,3,98,829,3424.84,16657.49
59491,13849,214,3,79,280,4551.01,19216.65
59492,10008,20008,2,5,647,1846.58,7444.46
59493,7729,1374,3,77,221,1806.84,15107.0
59494,177,10177,2,35,437,4188.44,5160.8
59495,11015,4694,3,46,68,4700.94,3028.87
59496,8137,18137,1,20,690,2344.94,1615.7
59497,12185,22185,1,11,845,2019.01,8615.27
59498,8100,18100,2,85,152,3494.14,13517.12
59499,12589,22589,2,100,48,2235.25,9189.26
59500,3882,13882,1,13,670,3251.9,17069.77
59501,7461,17461,2,53,979,760.1,12134.14
59502,661,6021,3,84,1090,3043.67,14695.06
59503,1281,9522,3,71,767,2617.37,17558.97
59504,5147,8367,3,21,302,831.93,8209.38
59505,6513,2572,3,13,822,3610.57,12815.95
59506,9154,19154,1,58,751,1465.75,19935.93
59507,13629,23629,1,25,161,2203.13,4585.08
59508,11018,21018,1,19,219,1327.47,18393.64
